Emp_ID,Emp_Name,Order_ID,Attendance_Percentage,Picking_Time_Minutes,Income_Earned
PK147,Divya Nair,ORD008007,93.91,18,83.76
PK157,Arun Kumar,ORD008008,95.67,18,56.64
PK247,Vignesh R,ORD008009,99.72,17,52.83
PK006,Divya Nair,ORD008010,96.4,8,29.54
PK175,Karthik Raj,ORD008011,96.33,13,30.09
PK201,Rahul Singh,ORD008012,88.82,10,76.16
PK222,Arun Kumar,ORD008013,87.46,7,77.93
PK037,Priya Sharma,ORD008014,99.59,12,65.69
PK115,Divya Nair,ORD008015,96.9,16,116.66
PK019,Harish M,ORD008016,84.56,5,44.25
PK060,Harish M,ORD008017,99.49,17,99.77
PK065,Rahul Singh,ORD008018,99.68,8,108.27
PK030,Anitha S,ORD008019,94.84,11,48.8
PK115,Anitha S,ORD008020,96.44,15,44.54
PK039,Swetha R,ORD008021,95.65,4,90.39
PK190,Rahul Singh,ORD008022,96.25,14,39.83
PK144,Karthik Raj,ORD008023,85.83,5,30.46
PK249,Divya Nair,ORD008024,85.03,12,70.67
PK229,Sanjay Kumar,ORD008025,97.67,3,32.98
PK172,Rahul Singh,ORD008026,85.49,5,16.47
PK101,Vignesh R,ORD008027,92.64,20,45.52
PK100,Meena Devi,ORD008028,87.32,10,119.16
PK042,Swetha R,ORD008029,82.34,18,52.8
PK061,Divya Nair,ORD008030,82.79,10,26.34
PK183,Meena Devi,ORD008031,99.85,20,41.01
PK191,Rahul Singh,ORD008032,94.35,20,33.72
PK095,Vignesh R,ORD008033,90.8,4,35.87
PK040,Swetha R,ORD008034,91.45,15,43.2
PK081,Harish M,ORD008035,90.76,18,73.69
PK110,Harish M,ORD008036,86.49,4,101.74
PK179,Anitha S,ORD008037,88.83,11,75.44
PK104,Priya Sharma,ORD008038,95.19,13,22.61
PK058,Swetha R,ORD008039,98.32,11,41.99
PK020,Rahul Singh,ORD008040,91.98,9,103.39
PK248,Arun Kumar,ORD008041,95.8,13,41.88
PK011,Meena Devi,ORD008042,97.65,4,112.88
PK136,Arun Kumar,ORD008043,89.4,10,80.17
PK108,Arun Kumar,ORD008044,98.98,10,100.91
PK024,Priya Sharma,ORD008045,91.26,16,65.62
PK097,Anitha S,ORD008046,82.74,7,38.5
PK240,Vignesh R,ORD008047,95.57,8,56.94
PK016,Naveen Kumar,ORD008048,95.64,6,85.87
PK031,Arun Kumar,ORD008049,89.14,20,108.91
PK153,Naveen Kumar,ORD008050,93.85,6,31.2
PK121,Priya Sharma,ORD008051,90.02,5,71.67
PK180,Anitha S,ORD008052,91.08,6,27.41
PK061,Rahul Singh,ORD008053,96.76,5,99.7
PK118,Divya Nair,ORD008054,94.63,8,56.55
PK144,Swetha R,ORD008055,87.05,10,67.71
PK225,Karthik Raj,ORD008056,84.69,15,39.68
PK241,Priya Sharma,ORD008057,95.58,9,74.38
PK184,Vignesh R,ORD008058,85.58,12,45.95
PK191,Divya Nair,ORD008059,82.82,20,16.32
PK089,Vignesh R,ORD008060,91.39,-2,94.37
PK215,Swetha R,ORD008061,86.53,10,63.61
PK077,Rahul Singh,ORD008062,88.4,12,22.99
PK041,Priya Sharma,ORD008063,88.72,9,109.16
PK199,Rahul Singh,ORD008064,88.83,19,15.19
PK077,Swetha R,ORD008065,97.62,14,41.2
PK169,Priya Sharma,ORD008066,99.71,15,24.95
PK052,Vignesh R,ORD008067,94.74,14,22.62
PK238,Priya Sharma,ORD008068,89.04,6,62.44
PK164,Anitha S,ORD008069,90.1,10,33.63
PK014,Sanjay Kumar,ORD008070,90.3,5,80.59
PK183,Anitha S,ORD008071,90.26,15,36.74
PK242,Sanjay Kumar,ORD008072,97.38,12,64.87
PK137,Vignesh R,ORD008073,93.29,7,115.93
PK092,Arun Kumar,ORD008074,96.7,20,89.01
PK027,Swetha R,ORD008075,94.37,4,93.79
PK156,Karthik Raj,ORD008076,98.51,12,20.22
PK246,Meena Devi,ORD008077,94.55,19,115.51
PK037,Vignesh R,ORD008078,99.31,13,53.06
PK237,Vignesh R,ORD008079,82.77,20,109.28
PK186,Divya Nair,ORD008080,98.27,10,67.79
PK160,Harish M,ORD008081,99.85,7,31.24
PK063,Meena Devi,ORD008082,89.2,19,70.06
PK016,Divya Nair,ORD008083,96.96,9,50.9
PK017,Meena Devi,ORD008084,98.29,5,73.87
PK152,Rahul Singh,ORD008085,98.95,13,69.94
PK222,Karthik Raj,ORD008086,84.34,4,113.95
PK135,Priya Sharma,ORD008087,98.48,9,91.78
PK086,Harish M,ORD008088,96.38,17,64.04
PK115,Priya Sharma,ORD008089,99.53,13,38.1
PK088,Arun Kumar,ORD008090,95.83,18,59.68
PK070,Vignesh R,ORD008091,84.36,20,82.97
PK150,Arun Kumar,ORD008092,86.82,16,17.45
PK116,Arun Kumar,ORD008093,87.52,5,117.4
PK023,Anitha S,ORD008094,82.14,6,38.99
PK059,Rahul Singh,ORD008095,98.14,6,80.77
PK204,Priya Sharma,ORD008096,84.97,14,80.86
PK085,Divya Nair,ORD008097,84.14,12,116.36
PK185,Sanjay Kumar,ORD008098,99.4,8,45.21
PK120,Vignesh R,ORD008099,99.88,4,28.09
PK160,Sanjay Kumar,ORD008100,93.83,10,27.86
PK115,Arun Kumar,ORD008101,97.15,19,113.71
PK074,Divya Nair,ORD008102,86.66,4,108.15
PK170,Naveen Kumar,ORD008103,93.63,4,79.28
PK008,Priya Sharma,ORD008104,87.72,11,61.76
PK237,Divya Nair,ORD008105,95.01,9,92.51
PK103,Naveen Kumar,ORD008106,97.63,17,20.52
PK137,Rahul Singh,ORD008107,95.82,20,112.78
PK098,Divya Nair,ORD008108,99.58,7,24.52
PK246,Anitha S,ORD008109,94.07,13,96.95
PK205,Harish M,ORD008110,92.44,3,101.49
PK021,Meena Devi,ORD008111,82.3,14,88.83
PK048,Sanjay Kumar,ORD008112,95.44,5,65.9
PK152,Arun Kumar,ORD008113,82.58,8,74.83
PK059,Harish M,ORD008114,99.37,3,102.26
PK013,Anitha S,ORD008115,88.47,10,78.59
PK018,Karthik Raj,ORD008116,88.39,10,17.92
PK246,Priya Sharma,ORD008117,99.32,10,31.95
PK007,Swetha R,ORD008118,87.14,9,93.79
PK229,Arun Kumar,ORD008119,84.33,19,77.62
PK220,Priya Sharma,ORD008120,87.48,6,40.63
PK091,Rahul Singh,ORD008121,91.04,4,39.29
PK236,Harish M,ORD008122,85.21,13,73.37
PK114,Meena Devi,ORD008123,84.19,19,65.93
PK187,Harish M,ORD008124,82.06,6,113.65
PK170,Swetha R,ORD008125,84.27,15,48.77
PK241,Anitha S,ORD008126,83.9,19,55.28
PK027,Anitha S,ORD008127,94.74,8,114.59
PK234,Swetha R,ORD008128,87.49,4,119.01
PK179,Karthik Raj,ORD008129,88.17,4,93.21
PK208,Harish M,ORD008130,83.92,3,75.69
PK068,Karthik Raj,ORD008131,96.97,20,64.53
PK249,Naveen Kumar,ORD008132,84.91,15,26.94
PK209,Naveen Kumar,ORD008133,91.85,16,20.92
PK010,Naveen Kumar,ORD008134,92.52,13,117.66
PK240,Meena Devi,ORD008135,83.26,7,104.33
PK104,Naveen Kumar,ORD008136,86.4,6,15.53
PK247,Meena Devi,ORD008137,82.35,13,59.86
PK125,Rahul Singh,ORD008138,89.3,3,48.85
PK018,Vignesh R,ORD008139,89.45,14,47.3
PK212,Rahul Singh,ORD008140,89.19,17,112.89
PK244,Priya Sharma,ORD008141,86.38,8,89.94
PK170,Priya Sharma,ORD008142,95.29,11,109.75
PK026,Swetha R,ORD008143,85.37,4,115.14
PK044,Karthik Raj,ORD008144,96.39,4,115.93
PK169,Divya Nair,ORD008145,98.04,14,18.41
PK206,Divya Nair,ORD008146,88.62,19,92.55
PK014,Meena Devi,ORD008147,98.15,6,15.88
PK110,Karthik Raj,ORD008148,85.45,7,41.99
PK023,Swetha R,ORD008149,83.01,11,89.01
PK239,Meena Devi,ORD008150,85.73,3,54.91
PK093,Rahul Singh,ORD008151,87.09,13,47.92
PK062,Priya Sharma,ORD008152,93.39,10,-25.0
PK231,Sanjay Kumar,ORD008153,90.5,5,110.08
PK013,Swetha R,ORD008154,96.69,19,101.43
PK249,Sanjay Kumar,ORD008155,86.54,16,16.15
PK060,Harish M,ORD008156,91.73,11,35.28
PK030,Priya Sharma,ORD008157,84.11,5,55.1
PK139,Rahul Singh,ORD008158,86.28,13,55.83
PK061,Anitha S,ORD008159,84.76,3,109.98
PK147,Naveen Kumar,ORD008160,98.23,13,54.57
PK080,Anitha S,ORD008161,94.28,4,79.69
PK021,Swetha R,ORD008162,88.34,8,44.32
PK091,Priya Sharma,ORD008163,98.86,9,109.81
PK217,Divya Nair,ORD008164,86.96,5,54.14
PK059,Rahul Singh,ORD008165,86.38,5,83.2
PK218,Karthik Raj,ORD008166,92.9,12,118.36
PK185,Divya Nair,ORD008167,88.87,16,31.03
PK211,Naveen Kumar,ORD008168,85.22,10,95.16
PK103,Swetha R,ORD008169,94.87,13,23.35
PK180,Arun Kumar,ORD008170,88.24,3,74.96
PK178,Harish M,ORD008171,89.76,3,45.15
PK237,Karthik Raj,ORD008172,97.64,17,25.93
PK216,Karthik Raj,ORD008173,84.35,3,16.93
PK009,Naveen Kumar,ORD008174,89.55,12,85.41
PK076,Anitha S,ORD008175,82.17,18,21.3
PK221,Divya Nair,ORD008176,85.44,20,40.72
PK141,Anitha S,ORD008177,84.25,10,111.31
PK198,Rahul Singh,ORD008178,93.24,19,18.91
PK192,Swetha R,ORD008179,86.61,12,92.27
PK203,Meena Devi,ORD008180,91.7,20,99.14
PK219,Sanjay Kumar,ORD008181,89.35,18,83.71
PK116,Karthik Raj,ORD008182,87.01,12,39.2
PK048,Arun Kumar,ORD008183,94.23,6,15.87
PK092,Sanjay Kumar,ORD008184,91.36,4,83.88
PK015,Arun Kumar,ORD008185,88.81,10,17.44
PK196,Divya Nair,ORD008186,84.19,19,50.17
PK245,Sanjay Kumar,ORD008187,86.44,14,67.26
PK250,Naveen Kumar,ORD008188,82.05,18,74.24
PK115,Naveen Kumar,ORD008189,91.85,14,60.35
PK250,Swetha R,ORD008190,97.38,16,77.48
PK026,Arun Kumar,ORD008191,99.95,13,102.25
PK032,Divya Nair,ORD008192,90.45,20,49.39
PK003,Anitha S,ORD008193,94.9,17,72.0
PK029,Vignesh R,ORD008194,96.51,4,51.46
PK149,Karthik Raj,ORD008195,86.77,5,42.23
PK056,Harish M,ORD008196,93.55,17,116.53
PK019,Divya Nair,ORD008197,84.91,19,15.84
PK144,Meena Devi,ORD008198,84.0,20,22.5
PK125,Vignesh R,ORD008199,83.16,10,31.81
PK073,Priya Sharma,ORD008200,93.78,6,76.49
PK092,Meena Devi,ORD008201,94.48,8,82.43
PK078,Anitha S,ORD008202,95.24,18,76.01
PK014,Rahul Singh,ORD008203,87.21,16,93.85
PK176,Anitha S,ORD008204,97.23,19,21.64
PK063,Vignesh R,ORD008205,98.99,3,22.69
PK233,Priya Sharma,ORD008206,82.79,11,103.93
PK042,Karthik Raj,ORD008207,99.38,8,26.13
PK238,Sanjay Kumar,ORD008208,85.96,10,117.38
PK184,Divya Nair,ORD008209,93.01,10,17.2
PK134,Vignesh R,ORD008210,87.65,19,60.09
PK250,Priya Sharma,ORD008211,98.4,5,84.92
PK138,Arun Kumar,ORD008212,91.49,7,70.32
PK169,Divya Nair,ORD008213,88.92,12,71.89
PK095,Meena Devi,ORD008214,91.75,6,118.62
PK112,Naveen Kumar,ORD008215,89.44,5,26.11
PK215,Divya Nair,ORD008216,88.17,5,17.16
PK179,Swetha R,ORD008217,82.56,9,30.6
PK234,Divya Nair,ORD008218,82.27,4,100.68
PK026,Rahul Singh,ORD008219,99.35,11,116.96
PK220,Arun Kumar,ORD008220,95.13,7,59.26
PK182,Divya Nair,ORD008221,86.24,5,20.09
PK075,Divya Nair,ORD008222,97.89,5,17.24
PK096,Swetha R,ORD008223,82.23,16,93.02
PK052,Sanjay Kumar,ORD008224,85.6,7,22.95
PK195,Karthik Raj,ORD008225,83.33,20,56.85
PK208,Rahul Singh,ORD008226,86.73,6,50.6
PK013,Anitha S,ORD008227,94.44,4,50.69
PK201,Vignesh R,ORD008228,88.91,4,77.12
PK024,Vignesh R,ORD008229,82.78,9,41.12
PK200,Swetha R,ORD008230,98.69,16,26.34
PK071,Swetha R,ORD008231,97.06,4,47.65
PK214,Divya Nair,ORD008232,91.64,19,66.37
PK134,Karthik Raj,ORD008233,94.53,13,35.73
PK222,Harish M,ORD008234,91.08,15,28.52
PK247,Divya Nair,ORD008235,98.52,17,96.66
PK011,Harish M,ORD008236,97.51,12,104.26
PK117,Karthik Raj,ORD008237,99.64,15,24.34
PK132,Arun Kumar,ORD008238,88.03,6,22.75
PK182,Arun Kumar,ORD008239,96.06,15,-25.0
PK175,Divya Nair,ORD008240,84.26,6,66.79
PK214,Meena Devi,ORD008241,86.52,18,31.36
PK080,Harish M,ORD008242,90.21,5,68.76
PK148,Sanjay Kumar,ORD008243,98.58,6,23.53
PK142,Arun Kumar,ORD008244,94.85,-2,116.16
PK135,Meena Devi,ORD008245,89.9,12,62.92
PK160,Swetha R,ORD008246,90.17,5,57.21
PK084,Naveen Kumar,ORD008247,83.37,7,95.32
PK229,Divya Nair,ORD008248,86.32,20,68.7
PK241,Rahul Singh,ORD008249,91.59,5,35.02
PK037,Divya Nair,ORD008250,88.81,20,62.54
PK145,Harish M,ORD008251,94.06,11,78.56
PK183,Anitha S,ORD008252,87.81,5,58.71
PK055,Priya Sharma,ORD008253,96.2,7,83.73
PK093,Naveen Kumar,ORD008254,83.23,20,82.19
PK036,Vignesh R,ORD008255,93.78,14,70.14
PK179,Priya Sharma,ORD008256,91.24,14,46.44
PK066,Vignesh R,ORD008257,86.48,14,16.4
PK030,Rahul Singh,ORD008258,97.65,14,35.46
PK078,Anitha S,ORD008259,91.09,19,62.08
PK153,Arun Kumar,ORD008260,92.54,3,38.73
PK063,Karthik Raj,ORD008261,91.1,5,93.61
PK245,Rahul Singh,ORD008262,85.97,8,40.1
PK135,Arun Kumar,ORD008263,98.05,11,101.62
PK152,Swetha R,ORD008264,82.94,5,74.87
PK036,Arun Kumar,ORD008265,89.56,15,63.48
PK055,Priya Sharma,ORD008266,93.1,19,92.32
PK239,Swetha R,ORD008267,86.39,11,67.64
PK082,Sanjay Kumar,ORD008268,88.01,19,101.15
PK063,Meena Devi,ORD008269,105.0,19,79.9
PK057,Karthik Raj,ORD008270,82.95,3,27.92
PK232,Arun Kumar,ORD008271,87.06,10,103.24
PK112,Vignesh R,ORD008272,91.1,8,102.17
PK182,Karthik Raj,ORD008273,85.64,9,25.26
PK246,Meena Devi,ORD008274,83.36,12,86.53
PK060,Harish M,ORD008275,97.36,17,66.86
PK162,Arun Kumar,ORD008276,82.92,9,93.73
PK180,Rahul Singh,ORD008277,86.47,19,94.81
PK153,Anitha S,ORD008278,88.36,11,27.01
PK230,Meena Devi,ORD008279,89.66,11,65.71
PK166,Meena Devi,ORD008280,86.74,8,54.72
PK048,Sanjay Kumar,ORD008281,90.16,20,40.53
PK226,Meena Devi,ORD008282,96.19,15,56.37
PK229,Rahul Singh,ORD008283,86.87,10,86.69
PK095,Karthik Raj,ORD008284,90.35,19,64.13
PK044,Arun Kumar,ORD008285,92.32,7,96.14
PK054,Arun Kumar,ORD008286,82.73,7,30.18
PK131,Swetha R,ORD008287,99.3,5,77.28
PK119,Swetha R,ORD008288,95.94,13,101.54
PK196,Rahul Singh,ORD008289,90.47,7,119.24
PK198,Meena Devi,ORD008290,96.89,16,115.18
PK101,Rahul Singh,ORD008291,85.04,19,47.21
PK141,Swetha R,ORD008292,89.47,8,45.07
PK207,Harish M,ORD008293,99.38,12,91.96
PK203,Anitha S,ORD008294,92.28,4,71.44
PK197,Meena Devi,ORD008295,82.2,15,94.87
PK128,Sanjay Kumar,ORD008296,83.75,5,70.35
PK181,Divya Nair,ORD008297,93.15,11,22.64
PK114,Divya Nair,ORD008298,96.69,14,93.14
PK133,Vignesh R,ORD008299,82.76,15,20.02
PK246,Rahul Singh,ORD008300,99.41,17,103.7
PK107,Rahul Singh,ORD008301,88.32,3,80.2
PK044,Vignesh R,ORD008302,96.23,9,16.6
PK018,Divya Nair,ORD008303,87.61,9,43.79
PK043,Vignesh R,ORD008304,85.01,16,93.76
PK052,Priya Sharma,ORD008305,94.87,4,88.69
PK228,Priya Sharma,ORD008306,93.45,17,65.03
PK120,Vignesh R,ORD008307,97.05,12,106.57
PK104,Meena Devi,ORD008308,89.98,12,47.73
PK218,Arun Kumar,ORD008309,93.3,11,59.41
PK111,Priya Sharma,ORD008310,85.01,16,85.95
PK151,Swetha R,ORD008311,83.68,17,71.75
PK163,Priya Sharma,ORD008312,89.21,15,70.01
PK218,Swetha R,ORD008313,91.6,12,83.34
PK209,Rahul Singh,ORD008314,97.18,5,62.5
PK166,Divya Nair,ORD008315,93.04,15,68.17
PK231,Meena Devi,ORD008316,87.33,18,80.9
PK091,Swetha R,ORD008317,84.48,7,89.86
PK235,Meena Devi,ORD008318,85.04,18,24.63
PK064,Vignesh R,ORD008319,93.45,10,26.22
PK229,Sanjay Kumar,ORD008320,96.65,18,22.53
PK194,Karthik Raj,ORD008321,94.73,7,107.81
PK155,Rahul Singh,ORD008322,89.72,12,26.39
PK125,Anitha S,ORD008323,92.76,13,42.84
PK191,Priya Sharma,ORD008324,84.35,13,58.59
PK067,Priya Sharma,ORD008325,82.65,17,100.86
PK118,Arun Kumar,ORD008326,86.89,11,59.31
PK241,Swetha R,ORD008327,87.11,11,72.64
PK092,Anitha S,ORD008328,95.28,14,99.69
PK171,Priya Sharma,ORD008329,86.42,3,111.9
PK024,Karthik Raj,ORD008330,94.96,3,58.56
PK237,Harish M,ORD008331,88.3,16,113.76
PK079,Karthik Raj,ORD008332,97.9,15,26.71
PK047,Priya Sharma,ORD008333,95.28,12,84.05
PK041,Rahul Singh,ORD008334,87.03,12,33.1
PK055,Anitha S,ORD008335,95.19,6,49.07
PK022,Priya Sharma,ORD008336,85.5,10,81.49
PK016,Arun Kumar,ORD008337,84.72,14,57.26
PK146,Rahul Singh,ORD008338,82.28,12,68.17
PK047,Anitha S,ORD008339,95.63,4,92.12
PK193,Meena Devi,ORD008340,86.64,10,25.1
PK138,Anitha S,ORD008341,82.11,18,62.72
PK231,Arun Kumar,ORD008342,97.32,6,114.5
PK034,Arun Kumar,ORD008343,85.44,20,106.34
PK133,Swetha R,ORD008344,99.07,10,62.87
PK021,Rahul Singh,ORD008345,89.08,6,47.8
PK071,Divya Nair,ORD008346,94.09,18,18.37
PK182,Meena Devi,ORD008347,86.22,16,35.52
PK221,Swetha R,ORD008348,96.35,19,67.87
PK218,Meena Devi,ORD008349,89.35,11,69.5
PK009,Sanjay Kumar,ORD008350,93.48,6,39.35
PK096,Vignesh R,ORD008351,85.52,4,32.02
PK176,Karthik Raj,ORD008352,89.94,9,71.69
PK115,Arun Kumar,ORD008353,86.44,17,80.06
PK171,Anitha S,ORD008354,88.69,4,35.6
PK183,Anitha S,ORD008355,84.28,3,94.81
PK021,Harish M,ORD008356,99.8,15,66.75
PK152,Priya Sharma,ORD008357,82.1,7,118.5
PK104,Harish M,ORD008358,90.97,17,95.27
PK022,Rahul Singh,ORD008359,88.9,14,56.9
PK062,Sanjay Kumar,ORD008360,87.9,16,47.51
PK202,Anitha S,ORD008361,84.99,5,31.64
PK096,Anitha S,ORD008362,83.82,16,46.76
PK205,Vignesh R,ORD008363,99.63,13,17.13
PK210,Priya Sharma,ORD008364,82.76,20,36.52
PK006,Vignesh R,ORD008365,97.87,17,105.7
PK124,Harish M,ORD008366,84.25,19,23.49
PK058,Sanjay Kumar,ORD008367,89.74,12,39.92
PK172,Arun Kumar,ORD008368,98.27,10,101.62
PK174,Harish M,ORD008369,82.32,14,119.17
PK109,Vignesh R,ORD008370,99.45,6,97.09
PK094,Divya Nair,ORD008371,88.43,20,33.21
PK034,Harish M,ORD008372,82.88,6,25.16
PK095,Vignesh R,ORD008373,90.7,9,28.81
PK004,Divya Nair,ORD008374,85.46,5,68.01
PK072,Priya Sharma,ORD008375,89.16,13,84.58
PK130,Rahul Singh,ORD008376,82.58,5,56.74
PK218,Karthik Raj,ORD008377,86.08,8,81.29
PK134,Vignesh R,ORD008378,92.52,9,93.81
PK072,Vignesh R,ORD008379,97.75,7,38.8
PK045,Harish M,ORD008380,94.58,17,106.7
PK103,Karthik Raj,ORD008381,98.25,11,55.22
PK113,Priya Sharma,ORD008382,91.99,3,23.37
PK001,Anitha S,ORD008383,85.36,10,71.5
PK214,Sanjay Kumar,ORD008384,84.38,18,112.51
PK097,Karthik Raj,ORD008385,94.03,5,38.85
PK097,Rahul Singh,ORD008386,97.14,15,19.76
PK208,Anitha S,ORD008387,98.11,13,86.67
PK092,Priya Sharma,ORD008388,94.8,3,105.42
PK075,Anitha S,ORD008389,93.99,15,34.19
PK051,Naveen Kumar,ORD008390,95.0,10,90.25
PK166,Swetha R,ORD008391,91.17,10,37.33
PK058,Anitha S,ORD008392,83.99,14,116.91
PK164,Vignesh R,ORD008393,82.05,8,95.21
PK194,Anitha S,ORD008394,89.37,6,21.07
PK226,Anitha S,ORD008395,87.18,17,99.97
PK086,Rahul Singh,ORD008396,93.53,13,70.37
PK039,Arun Kumar,ORD008397,91.69,4,62.66
PK066,Naveen Kumar,ORD008398,85.43,20,28.96
PK017,Vignesh R,ORD008399,94.08,7,24.85
PK033,Anitha S,ORD008400,86.45,19,91.01
PK014,Sanjay Kumar,ORD008401,84.06,17,20.74
PK049,Arun Kumar,ORD008402,95.8,18,39.78
PK054,Divya Nair,ORD008403,93.57,3,82.06
PK087,Divya Nair,ORD008404,86.79,6,111.39
PK028,Anitha S,ORD008405,86.4,14,64.47
PK146,Arun Kumar,ORD008406,97.25,4,110.44
PK086,Naveen Kumar,ORD008407,98.14,8,22.09
PK027,Vignesh R,ORD008408,86.67,20,43.33
PK141,Sanjay Kumar,ORD008409,95.0,6,54.03
PK128,Arun Kumar,ORD008410,86.2,7,75.03
PK032,Priya Sharma,ORD008411,85.41,17,46.87
PK107,Rahul Singh,ORD008412,84.42,16,63.15
PK061,Anitha S,ORD008413,89.18,12,93.09
PK122,Meena Devi,ORD008414,85.63,13,36.1
PK165,Arun Kumar,ORD008415,82.28,13,83.31
PK203,Priya Sharma,ORD008416,88.71,4,15.6
PK113,Naveen Kumar,ORD008417,91.22,5,69.45
PK128,Naveen Kumar,ORD008418,85.18,10,90.64
PK021,Swetha R,ORD008419,92.7,13,48.33
PK164,Naveen Kumar,ORD008420,94.73,16,82.09
PK120,Rahul Singh,ORD008421,83.63,8,65.78
PK106,Sanjay Kumar,ORD008422,99.95,4,61.36
PK193,Rahul Singh,ORD008423,84.89,18,78.54
PK019,Divya Nair,ORD008424,89.81,3,66.7
PK228,Naveen Kumar,ORD008425,91.83,14,96.92
PK218,Vignesh R,ORD008426,85.4,9,94.61
PK156,Anitha S,ORD008427,94.86,6,94.39
PK045,Priya Sharma,ORD008428,84.19,17,86.47
PK155,Vignesh R,ORD008429,95.8,15,69.16
PK061,Divya Nair,ORD008430,94.72,19,31.28
PK135,Anitha S,ORD008431,98.13,11,86.73
PK107,Arun Kumar,ORD008432,93.15,16,96.23
PK238,Arun Kumar,ORD008433,89.58,6,88.33
PK041,Arun Kumar,ORD008434,91.79,5,77.26
PK019,Naveen Kumar,ORD008435,87.52,7,97.43
PK024,Harish M,ORD008436,90.59,10,88.11
PK169,Harish M,ORD008437,98.82,6,106.29
PK112,Arun Kumar,ORD008438,87.48,7,40.15
PK129,Naveen Kumar,ORD008439,99.3,20,103.32
PK103,Naveen Kumar,ORD008440,82.24,8,70.87
PK070,Sanjay Kumar,ORD008441,95.72,12,46.58
PK155,Divya Nair,ORD008442,84.46,10,42.27
PK228,Sanjay Kumar,ORD008443,90.21,14,72.04
PK239,Naveen Kumar,ORD008444,93.11,4,40.61
PK082,Anitha S,ORD008445,86.39,4,92.82
PK166,Divya Nair,ORD008446,87.27,14,83.6
PK113,Rahul Singh,ORD008447,96.7,17,63.25
PK026,Sanjay Kumar,ORD008448,89.65,20,97.6
PK051,Divya Nair,ORD008449,85.21,11,88.4
PK059,Meena Devi,ORD008450,91.63,13,55.4
PK133,Priya Sharma,ORD008451,84.84,14,39.9
PK183,Karthik Raj,ORD008452,94.3,10,17.85
PK066,Divya Nair,ORD008453,97.39,6,116.6
PK130,Priya Sharma,ORD008454,90.83,10,29.29
PK117,Divya Nair,ORD008455,88.34,20,107.6
PK121,Swetha R,ORD008456,86.74,12,38.36
PK112,Anitha S,ORD008457,89.55,12,34.98
PK180,Arun Kumar,ORD008458,94.88,3,106.73
PK053,Rahul Singh,ORD008459,84.6,19,47.16
PK247,Naveen Kumar,ORD008460,99.37,13,32.98
PK111,Harish M,ORD008461,93.48,20,15.79
PK014,Sanjay Kumar,ORD008462,97.6,9,41.36
PK074,Vignesh R,ORD008463,83.25,7,37.41
PK007,Anitha S,ORD008464,98.12,13,51.95
PK100,Divya Nair,ORD008465,96.65,6,36.95
PK006,Meena Devi,ORD008466,94.54,7,69.28
PK064,Harish M,ORD008467,98.08,7,60.12
PK102,Karthik Raj,ORD008468,99.24,7,108.84
PK126,Naveen Kumar,ORD008469,82.42,12,51.93
PK232,Meena Devi,ORD008470,91.48,10,65.95
PK149,Divya Nair,ORD008471,90.36,19,22.34
PK084,Arun Kumar,ORD008472,92.35,13,49.62
PK105,Karthik Raj,ORD008473,91.16,18,40.84
PK164,Karthik Raj,ORD008474,93.15,12,115.48
PK021,Karthik Raj,ORD008475,94.34,6,100.09
PK065,Anitha S,ORD008476,89.59,20,86.74
PK121,Arun Kumar,ORD008477,96.88,10,93.05
PK239,Meena Devi,ORD008478,92.15,3,77.7
PK021,Vignesh R,ORD008479,89.56,13,90.7
PK169,Swetha R,ORD008480,96.4,3,49.82
PK183,Harish M,ORD008481,82.96,4,35.42
PK143,Rahul Singh,ORD008482,98.05,6,34.23
PK244,Arun Kumar,ORD008483,83.55,6,111.27
PK184,Anitha S,ORD008484,85.29,3,106.58
PK052,Arun Kumar,ORD008485,94.64,11,75.69
PK099,Anitha S,ORD008486,96.93,18,46.54
PK093,Divya Nair,ORD008487,85.29,5,82.86
PK143,Vignesh R,ORD008488,99.88,16,36.48
PK230,Rahul Singh,ORD008489,85.15,10,18.46
PK184,Karthik Raj,ORD008490,98.9,3,108.64
PK164,Harish M,ORD008491,99.78,5,76.15
PK171,Naveen Kumar,ORD008492,84.62,14,31.6
PK173,Naveen Kumar,ORD008493,100.0,12,105.97
PK212,Harish M,ORD008494,87.16,3,50.78
PK139,Rahul Singh,ORD008495,92.3,6,69.54
PK232,Priya Sharma,ORD008496,88.4,19,56.82
PK210,Divya Nair,ORD008497,83.87,8,34.02
PK197,Sanjay Kumar,ORD008498,91.34,5,41.22
PK028,Karthik Raj,ORD008499,85.94,6,51.95
PK064,Naveen Kumar,ORD008500,91.11,5,63.04
PK108,Karthik Raj,ORD008501,91.34,5,98.4
PK013,Arun Kumar,ORD008502,99.06,18,91.2
PK137,Rahul Singh,ORD008503,90.58,19,96.47
PK167,Sanjay Kumar,ORD008504,94.8,5,119.93
PK084,Naveen Kumar,ORD008505,93.07,19,37.01
PK082,Swetha R,ORD008506,88.39,20,78.83
PK139,Sanjay Kumar,ORD008507,88.79,9,84.73
PK203,Sanjay Kumar,ORD008508,89.08,-2,108.1
PK071,Arun Kumar,ORD008509,90.32,16,35.8
PK118,Arun Kumar,ORD008510,90.64,19,64.62
PK153,Anitha S,ORD008511,90.81,9,78.9
PK149, Divya Nair ,ORD008512,86.47,7,76.15
PK124,Naveen Kumar,ORD008513,82.36,11,24.19
PK075,Rahul Singh,ORD008514,96.33,11,102.75
PK189,Vignesh R,ORD008515,97.19,3,95.79
